genres,acousticness,energy,danceability,tempo,valence,speechiness,liveness,instrumentalness
indie folk,0.23,0.709,0.431,136.772,0.343,0.0316,0.123,0.00244
indie folk,0.482,0.367,0.439,96.811,0.333,0.0262,0.313,0.00442
indie folk,0.396,0.522,0.376,146.885,0.23,0.0449,0.123,0.000427
indie folk,0.313,0.319,0.463,112.174,0.194,0.0333,0.21,0.00684
indie folk,0.0692,0.621,0.317,138.274,0.195,0.0349,0.121,0.00035
indie folk,0.0986,0.51,0.451,94.192,0.0715,0.0324,0.292,0.00485
indie folk,0.209,0.435,0.383,112.419,0.202,0.0275,0.0961,0.0159
indie folk,0.166,0.61,0.302,130.528,0.425,0.032,0.102,0.0031
indie folk,0.0646,0.741,0.313,153.924,0.352,0.0432,0.129,2.75e-05
indie folk,0.652,0.352,0.55,174.271,0.918,0.027,0.1,0.000317
indie folk,0.167,0.591,0.392,113.184,0.0761,0.0326,0.109,0.0018
indie folk,0.406,0.79,0.262,196.957,0.483,0.105,0.165,0.321
indie pop,0.406,0.79,0.262,196.957,0.483,0.105,0.165,0.321
indie folk,0.719,0.627,0.449,111.497,0.405,0.24,0.162,0.00327
indie pop,0.719,0.627,0.449,111.497,0.405,0.24,0.162,0.00327
indie folk,0.93,0.491,0.548,133.68,0.844,0.0314,0.152,0.171
indie pop,0.93,0.491,0.548,133.68,0.844,0.0314,0.152,0.171
indie folk,0.294,0.828,0.422,110.447,0.384,0.0473,0.127,0.00137
indie pop,0.294,0.828,0.422,110.447,0.384,0.0473,0.127,0.00137
indie folk,0.631,0.684,0.381,123.018,0.103,0.0579,0.112,0.805
indie pop,0.631,0.684,0.381,123.018,0.103,0.0579,0.112,0.805
indie folk,0.78,0.482,0.394,154.478,0.377,0.0443,0.107,0.268
indie pop,0.78,0.482,0.394,154.478,0.377,0.0443,0.107,0.268
indie folk,0.753,0.626,0.238,169.06,0.264,0.057,0.119,0.673
indie pop,0.753,0.626,0.238,169.06,0.264,0.057,0.119,0.673
indie folk,0.958,0.233,0.289,171.901,0.151,0.0328,0.2,0.00725
indie pop,0.958,0.233,0.289,171.901,0.151,0.0328,0.2,0.00725
indie folk,0.95,0.259,0.405,115.118,0.301,0.0352,0.133,0.663
indie pop,0.95,0.259,0.405,115.118,0.301,0.0352,0.133,0.663
indie folk,0.285,0.696,0.278,181.702,0.202,0.0729,0.15,0.00261
indie pop,0.285,0.696,0.278,181.702,0.202,0.0729,0.15,0.00261
indie folk,0.188,0.618,0.519,134.036,0.146,0.0254,0.106,7.34e-06
indie pop,0.188,0.618,0.519,134.036,0.146,0.0254,0.106,7.34e-06
indie rock,0.188,0.618,0.519,134.036,0.146,0.0254,0.106,7.34e-06
indie folk,0.103,0.776,0.536,149.891,0.393,0.0417,0.0835,0.871
indie pop,0.103,0.776,0.536,149.891,0.393,0.0417,0.0835,0.871
indie rock,0.103,0.776,0.536,149.891,0.393,0.0417,0.0835,0.871
indie folk,0.407,0.663,0.454,173.988,0.451,0.0415,0.0913,0.0466
indie pop,0.407,0.663,0.454,173.988,0.451,0.0415,0.0913,0.0466
indie rock,0.407,0.663,0.454,173.988,0.451,0.0415,0.0913,0.0466
indie folk,0.96,0.472,0.481,115.978,0.307,0.0357,0.114,0.00916
indie pop,0.96,0.472,0.481,115.978,0.307,0.0357,0.114,0.00916
indie rock,0.96,0.472,0.481,115.978,0.307,0.0357,0.114,0.00916
indie folk,0.138,0.825,0.458,145.997,0.478,0.0367,0.116,0.88
indie pop,0.138,0.825,0.458,145.997,0.478,0.0367,0.116,0.88
indie rock,0.138,0.825,0.458,145.997,0.478,0.0367,0.116,0.88
